Device-ID/User-ID,Timestamp,Movement Activity,Fall Detected (Yes/No),Impact Force Level,Post-Fall Inactivity Duration (Seconds),Location,Alert Triggered (Yes/No),Caregiver Notified (Yes/No),
D8930,1/3/2025 10:35,Sitting,No,-,0,Bathroom,No,No,
D8931,1/15/2025 6:02,Lying,No,-,0,Living Room,No,No,
D8932,1/3/2025 7:35,Sitting,No,-,0,Bathroom,No,No,
D8933,1/29/2025 16:50,No Movement,No,-,0,Bedroom,No,No,
D8934,1/7/2025 11:24,Sitting,No,-,0,Kitchen,No,No,
D8935,1/1/2025 13:57,Sitting,No,-,0,Living Room,No,No,
D8936,1/11/2025 6:49,Sitting,No,-,0,Kitchen,No,No,
D8937,1/15/2025 22:16,Sitting,No,-,0,Bathroom,No,No,
D8938,1/28/2025 5:09,No Movement,No,-,0,Bathroom,No,No,
D8939,1/22/2025 14:23,Lying,No,-,0,Living Room,No,No,
D8940,1/27/2025 21:47,No Movement,No,-,0,Kitchen,No,No,
D8941,1/30/2025 13:04,Sitting,No,-,0,Living Room,No,No,
D8942,1/8/2025 23:48,No Movement,Yes,High,71,Bathroom,Yes,Yes,
D8943,1/8/2025 15:16,Sitting,No,-,0,Kitchen,No,No,
D8944,1/13/2025 21:11,Sitting,No,-,0,Living Room,No,No,
D8945,1/13/2025 21:42,Sitting,No,-,0,Bedroom,No,No,
D8946,1/3/2025 20:53,Lying,No,-,0,Living Room,No,No,
D8947,1/26/2025 13:12,No Movement,Yes,High,63,Bedroom,Yes,Yes,
D8948,1/13/2025 11:08,Sitting,No,-,0,Bathroom,No,No,
D8949,1/3/2025 8:31,Lying,No,-,0,Kitchen,No,No,
D8950,1/24/2025 20:02,No Movement,Yes,High,241,Bathroom,Yes,Yes,
D8951,1/10/2025 23:56,No Movement,No,-,0,Living Room,No,No,
D8952,1/11/2025 4:05,Sitting,No,-,0,Bathroom,No,No,
D8953,1/14/2025 15:23,Walking,No,-,0,Living Room,No,No,
D8954,1/6/2025 11:53,No Movement,No,-,0,Bedroom,No,No,
D8955,1/16/2025 19:19,No Movement,No,-,0,Bathroom,No,No,
D8956,1/6/2025 11:22,No Movement,No,-,0,Bedroom,No,No,
D8957,1/16/2025 8:39,Lying,No,-,0,Bedroom,No,No,
D8958,1/26/2025 16:08,Lying,No,-,0,Living Room,No,No,
D8959,1/16/2025 18:06,No Movement,No,-,0,Kitchen,No,No,
D8960,1/21/2025 5:18,No Movement,No,-,0,Kitchen,No,No,
D8961,1/15/2025 21:02,No Movement,Yes,High,560,Living Room,Yes,Yes,
D8962,1/13/2025 19:04,No Movement,Yes,Low,564,Bedroom,No,No,
D8963,1/26/2025 17:19,Walking,No,-,0,Bedroom,No,No,
D8964,1/16/2025 8:51,Walking,No,-,0,Bathroom,No,No,
D8965,1/30/2025 2:12,Lying,No,-,0,Kitchen,No,No,
D8966,1/16/2025 11:02,Walking,No,-,0,Bathroom,No,No,
D8967,1/1/2025 2:37,Lying,No,-,0,Bedroom,No,No,
D8968,1/22/2025 18:30,Lying,No,-,0,Bedroom,No,No,
D8969,1/23/2025 22:01,Lying,No,-,0,Bathroom,No,No,
D8970,1/9/2025 14:05,Walking,No,-,0,Kitchen,No,No,
D8971,1/18/2025 3:23,Sitting,No,-,0,Kitchen,No,No,
D8972,1/25/2025 17:45,Walking,No,-,0,Kitchen,No,No,
D8973,1/4/2025 14:38,Lying,No,-,0,Bathroom,No,No,
D8974,1/20/2025 16:49,Lying,No,-,0,Bathroom,No,No,
D8975,1/30/2025 5:56,No Movement,No,-,0,Kitchen,No,No,
D8976,1/30/2025 16:20,Lying,No,-,0,Kitchen,No,No,
D8977,1/18/2025 9:00,Walking,No,-,0,Bedroom,No,No,
D8978,1/29/2025 2:00,Walking,No,-,0,Living Room,No,No,
D8979,1/8/2025 5:09,No Movement,No,-,0,Bedroom,No,No,
D8980,1/1/2025 0:12,Walking,No,-,0,Living Room,No,No,
D8981,1/16/2025 8:59,Lying,No,-,0,Living Room,No,No,
D8982,1/10/2025 8:12,Sitting,No,-,0,Kitchen,No,No,
D8983,1/21/2025 17:46,Lying,No,-,0,Bedroom,No,No,
D8984,1/27/2025 6:12,Lying,No,-,0,Bedroom,No,No,
D8985,1/8/2025 23:33,No Movement,No,-,0,Bedroom,No,No,
D8986,1/28/2025 0:29,Sitting,No,-,0,Bathroom,No,No,
D8987,1/14/2025 2:17,Lying,No,-,0,Bedroom,No,No,
D8988,1/16/2025 15:21,Sitting,No,-,0,Living Room,No,No,
D8989,1/2/2025 22:43,Sitting,No,-,0,Bathroom,No,No,
D8990,1/15/2025 2:31,Walking,No,-,0,Living Room,No,No,
D8991,1/22/2025 22:16,No Movement,No,-,0,Kitchen,No,No,
D8992,1/23/2025 11:22,Lying,No,-,0,Bedroom,No,No,
D8993,1/16/2025 22:23,Walking,No,-,0,Living Room,No,No,
D8994,1/4/2025 2:44,No Movement,No,-,0,Bathroom,No,No,
D8995,1/7/2025 12:21,No Movement,No,-,0,Kitchen,No,No,
D8996,1/8/2025 2:15,Sitting,No,-,0,Living Room,No,No,
D8997,1/1/2025 8:21,No Movement,No,-,0,Bedroom,No,No,
D8998,1/24/2025 6:23,Sitting,No,-,0,Bathroom,No,No,
D8999,1/4/2025 3:09,No Movement,No,-,0,Kitchen,No,No,
D9000,1/17/2025 3:22,No Movement,No,-,0,Bedroom,No,No,
D9001,1/23/2025 20:02,No Movement,No,-,0,Living Room,No,No,
D9002,1/5/2025 20:18,Sitting,No,-,0,Bathroom,No,No,
D9003,1/1/2025 4:31,No Movement,No,-,0,Living Room,No,No,
D9004,1/4/2025 5:12,Lying,No,-,0,Bedroom,No,No,
D9005,1/26/2025 20:16,Sitting,No,-,0,Kitchen,No,No,
D9006,1/19/2025 4:43,Lying,No,-,0,Living Room,No,No,
D9007,1/6/2025 8:09,Walking,No,-,0,Living Room,No,No,
D9008,1/12/2025 18:49,Walking,No,-,0,Living Room,No,No,
D9009,1/21/2025 22:39,Walking,No,-,0,Bedroom,No,No,
D9010,1/28/2025 19:43,Walking,No,-,0,Bedroom,No,No,
D9011,1/1/2025 4:48,Sitting,No,-,0,Bathroom,No,No,
D9012,1/27/2025 21:35,Sitting,No,-,0,Bathroom,No,No,
D9013,1/21/2025 18:09,Sitting,No,-,0,Kitchen,No,No,
D9014,1/15/2025 2:43,Lying,No,-,0,Bedroom,No,No,
D9015,1/21/2025 20:41,Lying,No,-,0,Bathroom,No,No,
D9016,1/18/2025 15:10,Walking,No,-,0,Kitchen,No,No,
D9017,1/5/2025 7:17,Sitting,No,-,0,Bathroom,No,No,
D9018,1/13/2025 7:31,No Movement,No,-,0,Kitchen,No,No,
D9019,1/16/2025 9:31,Sitting,No,-,0,Living Room,No,No,
D9020,1/16/2025 14:59,Sitting,No,-,0,Bedroom,No,No,
D9021,1/30/2025 12:29,Walking,No,-,0,Bathroom,No,No,
D9022,1/22/2025 12:54,Sitting,No,-,0,Living Room,No,No,
D9023,1/14/2025 21:22,Walking,No,-,0,Kitchen,No,No,
D9024,1/26/2025 15:58,Walking,No,-,0,Kitchen,No,No,
D9025,1/20/2025 23:56,No Movement,Yes,Medium,448,Bathroom,Yes,Yes,
D9026,1/1/2025 11:40,No Movement,No,-,0,Bathroom,No,No,
D9027,1/23/2025 5:07,No Movement,No,-,0,Bedroom,No,No,
D9028,1/8/2025 2:09,Walking,No,-,0,Living Room,No,No,
D9029,1/6/2025 0:08,No Movement,No,-,0,Kitchen,No,No,
D9030,1/29/2025 7:19,Sitting,No,-,0,Living Room,No,No,
D9031,1/28/2025 4:56,No Movement,No,-,0,Bedroom,No,No,
D9032,1/28/2025 21:23,Lying,No,-,0,Bedroom,No,No,
D9033,1/9/2025 21:46,Sitting,No,-,0,Kitchen,No,No,
D9034,1/20/2025 22:31,Sitting,No,-,0,Living Room,No,No,
D9035,1/20/2025 21:10,Sitting,No,-,0,Bathroom,No,No,
D9036,1/25/2025 10:01,Walking,No,-,0,Bedroom,No,No,
D9037,1/7/2025 23:44,Lying,No,-,0,Bedroom,No,No,
D9038,1/28/2025 5:44,No Movement,Yes,Medium,586,Bedroom,Yes,Yes,
D9039,1/12/2025 0:32,No Movement,No,-,0,Bedroom,No,No,
D9040,1/14/2025 5:09,Walking,No,-,0,Living Room,No,No,
D9041,1/2/2025 16:57,No Movement,No,-,0,Living Room,No,No,
D9042,1/3/2025 21:46,Sitting,No,-,0,Living Room,No,No,
D9043,1/23/2025 5:07,Walking,No,-,0,Living Room,No,No,
D9044,1/9/2025 14:32,Lying,No,-,0,Bathroom,No,No,
D9045,1/8/2025 4:24,Walking,No,-,0,Living Room,No,No,
D9046,1/9/2025 0:47,Lying,No,-,0,Kitchen,No,No,
D9047,1/28/2025 7:51,No Movement,No,-,0,Living Room,No,No,
D9048,1/15/2025 0:26,Walking,No,-,0,Kitchen,No,No,
D9049,1/9/2025 7:15,Walking,No,-,0,Living Room,No,No,
D9050,1/11/2025 1:04,Walking,No,-,0,Kitchen,No,No,
D9051,1/15/2025 4:18,Sitting,No,-,0,Kitchen,No,No,
D9052,1/23/2025 18:12,Walking,No,-,0,Kitchen,No,No,
D9053,1/21/2025 11:52,Walking,No,-,0,Bedroom,No,No,
D9054,1/18/2025 17:21,No Movement,No,-,0,Living Room,No,No,
D9055,1/7/2025 21:50,Walking,No,-,0,Bedroom,No,No,
D9056,1/24/2025 5:39,Walking,No,-,0,Living Room,No,No,
D9057,1/15/2025 1:39,No Movement,No,-,0,Bedroom,No,No,
D9058,1/10/2025 4:04,No Movement,Yes,High,180,Bedroom,Yes,Yes,
D9059,1/27/2025 5:33,Walking,No,-,0,Bedroom,No,No,
D9060,1/1/2025 23:37,Lying,No,-,0,Kitchen,No,No,
D9061,1/26/2025 15:18,No Movement,No,-,0,Bedroom,No,No,
D9062,1/18/2025 23:28,No Movement,No,-,0,Bathroom,No,No,
D9063,1/26/2025 15:36,Lying,No,-,0,Bathroom,No,No,
D9064,1/18/2025 3:49,No Movement,No,-,0,Kitchen,No,No,
D9065,1/20/2025 14:54,Lying,No,-,0,Bathroom,No,No,
D9066,1/24/2025 15:24,Sitting,No,-,0,Kitchen,No,No,
D9067,1/10/2025 9:35,Sitting,No,-,0,Bedroom,No,No,
D9068,1/15/2025 1:52,No Movement,No,-,0,Kitchen,No,No,
D9069,1/18/2025 19:08,Lying,No,-,0,Bedroom,No,No,
D9070,1/9/2025 0:37,No Movement,No,-,0,Bathroom,No,No,
D9071,1/20/2025 7:15,No Movement,Yes,Medium,555,Living Room,Yes,Yes,
D9072,1/28/2025 0:41,Lying,No,-,0,Living Room,No,No,
D9073,1/1/2025 9:03,Lying,No,-,0,Bedroom,No,No,
D9074,1/1/2025 3:54,Lying,No,-,0,Bathroom,No,No,
D9075,1/10/2025 12:59,Walking,No,-,0,Kitchen,No,No,
D9076,1/7/2025 9:24,Walking,No,-,0,Bathroom,No,No,
D9077,1/3/2025 20:53,Walking,No,-,0,Kitchen,No,No,
D9078,1/26/2025 18:48,Sitting,No,-,0,Kitchen,No,No,
D9079,1/4/2025 17:56,Walking,No,-,0,Bathroom,No,No,
D9080,1/3/2025 23:23,Sitting,No,-,0,Bathroom,No,No,
D9081,1/28/2025 20:25,Sitting,No,-,0,Bathroom,No,No,
D9082,1/29/2025 23:05,No Movement,No,-,0,Bathroom,No,No,
D9083,1/27/2025 13:17,Sitting,No,-,0,Living Room,No,No,
D9084,1/18/2025 8:26,No Movement,Yes,Medium,35,Living Room,Yes,Yes,
D9085,1/11/2025 17:51,Sitting,No,-,0,Living Room,No,No,
D9086,1/30/2025 2:38,Sitting,No,-,0,Kitchen,No,No,
D9087,1/23/2025 10:25,Sitting,No,-,0,Kitchen,No,No,
D9088,1/8/2025 1:24,Walking,No,-,0,Bathroom,No,No,
D9089,1/12/2025 15:24,No Movement,No,-,0,Kitchen,No,No,
D9090,1/30/2025 7:22,Sitting,No,-,0,Kitchen,No,No,
D9091,1/20/2025 19:27,Sitting,No,-,0,Bathroom,No,No,
D9092,1/17/2025 16:10,Lying,No,-,0,Bedroom,No,No,
D9093,1/3/2025 7:23,Sitting,No,-,0,Kitchen,No,No,
D9094,1/16/2025 19:28,No Movement,No,-,0,Living Room,No,No,
D9095,1/5/2025 17:14,Sitting,No,-,0,Living Room,No,No,
D9096,1/5/2025 9:44,No Movement,No,-,0,Bedroom,No,No,
D9097,1/26/2025 2:56,Lying,No,-,0,Kitchen,No,No,
D9098,1/14/2025 5:31,No Movement,No,-,0,Bathroom,No,No,
D9099,1/4/2025 15:36,Lying,No,-,0,Bathroom,No,No,
D9100,1/1/2025 3:18,Walking,No,-,0,Living Room,No,No,
D9101,1/2/2025 16:00,No Movement,Yes,Low,187,Bedroom,No,No,
D9102,1/19/2025 2:37,No Movement,No,-,0,Living Room,No,No,
D9103,1/8/2025 23:11,Sitting,No,-,0,Kitchen,No,No,
D9104,1/5/2025 0:42,Lying,No,-,0,Kitchen,No,No,
D9105,1/10/2025 9:52,Sitting,No,-,0,Kitchen,No,No,
D9106,1/15/2025 14:19,Sitting,No,-,0,Bathroom,No,No,
D9107,1/10/2025 22:31,No Movement,No,-,0,Kitchen,No,No,
D9108,1/20/2025 23:41,No Movement,Yes,Low,370,Kitchen,No,No,
D9109,1/10/2025 12:40,Lying,No,-,0,Living Room,No,No,
D9110,1/27/2025 10:28,Sitting,No,-,0,Bedroom,No,No,
D9111,1/20/2025 17:59,Walking,No,-,0,Living Room,No,No,
D9112,1/7/2025 12:01,No Movement,No,-,0,Bedroom,No,No,
D9113,1/23/2025 15:28,No Movement,No,-,0,Bedroom,No,No,
D9114,1/28/2025 20:58,Sitting,No,-,0,Bedroom,No,No,
D9115,1/18/2025 0:32,Lying,No,-,0,Living Room,No,No,
D9116,1/8/2025 0:12,Sitting,No,-,0,Living Room,No,No,
D9117,1/4/2025 0:58,Sitting,No,-,0,Bathroom,No,No,
D9118,1/3/2025 14:14,Sitting,No,-,0,Bedroom,No,No,
D9119,1/20/2025 19:20,Sitting,No,-,0,Living Room,No,No,
D9120,1/26/2025 5:12,No Movement,No,-,0,Bedroom,No,No,
D9121,1/13/2025 21:40,Walking,No,-,0,Living Room,No,No,
D9122,1/20/2025 11:46,Lying,No,-,0,Bedroom,No,No,
D9123,1/16/2025 23:36,Lying,No,-,0,Bedroom,No,No,
D9124,1/25/2025 15:38,Lying,No,-,0,Bedroom,No,No,
D9125,1/20/2025 15:54,Walking,No,-,0,Living Room,No,No,
D9126,1/23/2025 21:32,Walking,No,-,0,Bedroom,No,No,
D9127,1/9/2025 15:13,Lying,No,-,0,Living Room,No,No,
D9128,1/7/2025 2:32,Sitting,No,-,0,Bedroom,No,No,
D9129,1/12/2025 1:04,Sitting,No,-,0,Kitchen,No,No,
D9130,1/5/2025 16:24,No Movement,No,-,0,Bathroom,No,No,
D9131,1/9/2025 17:46,Sitting,No,-,0,Living Room,No,No,
D9132,1/8/2025 3:35,Lying,No,-,0,Living Room,No,No,
D9133,1/1/2025 13:59,No Movement,No,-,0,Living Room,No,No,
D9134,1/25/2025 1:33,Walking,No,-,0,Bathroom,No,No,
D9135,1/9/2025 16:43,Sitting,No,-,0,Bathroom,No,No,
D9136,1/24/2025 22:27,Lying,No,-,0,Bedroom,No,No,
D9137,1/13/2025 16:46,Walking,No,-,0,Living Room,No,No,
D9138,1/2/2025 6:13,Sitting,No,-,0,Living Room,No,No,
D9139,1/12/2025 20:55,No Movement,No,-,0,Kitchen,No,No,
D9140,1/3/2025 23:18,Sitting,No,-,0,Living Room,No,No,
D9141,1/27/2025 13:16,No Movement,No,-,0,Bedroom,No,No,
D9142,1/11/2025 14:42,Walking,No,-,0,Bathroom,No,No,
D9143,1/27/2025 22:20,Sitting,No,-,0,Kitchen,No,No,
D9144,1/25/2025 1:42,Sitting,No,-,0,Living Room,No,No,
D9145,1/26/2025 8:53,Walking,No,-,0,Bathroom,No,No,
D9146,1/30/2025 20:51,Lying,No,-,0,Bathroom,No,No,
D9147,1/20/2025 13:43,Lying,No,-,0,Kitchen,No,No,
D9148,1/17/2025 6:18,Walking,No,-,0,Kitchen,No,No,
D9149,1/6/2025 8:12,Lying,No,-,0,Bathroom,No,No,
D9150,1/27/2025 4:05,Lying,No,-,0,Bathroom,No,No,
D9151,1/7/2025 1:52,Lying,No,-,0,Kitchen,No,No,
D9152,1/8/2025 5:33,Sitting,No,-,0,Bathroom,No,No,
D9153,1/11/2025 15:57,Sitting,No,-,0,Bathroom,No,No,
D9154,1/9/2025 3:32,Sitting,No,-,0,Bathroom,No,No,
D9155,1/20/2025 19:16,Lying,No,-,0,Living Room,No,No,
D9156,1/22/2025 14:59,No Movement,No,-,0,Kitchen,No,No,
D9157,1/25/2025 15:21,No Movement,No,-,0,Kitchen,No,No,
D9158,1/7/2025 5:51,Sitting,No,-,0,Kitchen,No,No,
D9159,1/9/2025 21:15,Walking,No,-,0,Living Room,No,No,
D9160,1/4/2025 16:11,Lying,No,-,0,Kitchen,No,No,
D9161,1/22/2025 8:33,Sitting,No,-,0,Living Room,No,No,
D9162,1/21/2025 2:17,Walking,No,-,0,Living Room,No,No,
D9163,1/17/2025 22:29,Sitting,No,-,0,Bedroom,No,No,
D9164,1/19/2025 22:37,Sitting,No,-,0,Living Room,No,No,
D9165,1/19/2025 14:39,Walking,No,-,0,Living Room,No,No,
D9166,1/28/2025 22:11,Walking,No,-,0,Bathroom,No,No,
D9167,1/19/2025 19:49,Walking,No,-,0,Kitchen,No,No,
D9168,1/25/2025 18:37,Sitting,No,-,0,Bedroom,No,No,
D9169,1/10/2025 13:11,Sitting,No,-,0,Kitchen,No,No,
D9170,1/19/2025 14:59,No Movement,No,-,0,Bedroom,No,No,
D9171,1/10/2025 20:54,No Movement,Yes,Low,333,Kitchen,No,No,
D9172,1/21/2025 11:39,Lying,No,-,0,Kitchen,No,No,
D9173,1/2/2025 15:40,Walking,No,-,0,Bathroom,No,No,
D9174,1/1/2025 23:00,Sitting,No,-,0,Living Room,No,No,
D9175,1/10/2025 5:39,Lying,No,-,0,Kitchen,No,No,
D9176,1/12/2025 16:43,Sitting,No,-,0,Living Room,No,No,
D9177,1/23/2025 7:04,Lying,No,-,0,Bedroom,No,No,
D9178,1/23/2025 4:40,No Movement,No,-,0,Living Room,No,No,
D9179,1/7/2025 12:50,Walking,No,-,0,Bedroom,No,No,
D9180,1/21/2025 9:50,Lying,No,-,0,Bathroom,No,No,
D9181,1/24/2025 15:27,Lying,No,-,0,Kitchen,No,No,
D9182,1/15/2025 21:31,Walking,No,-,0,Bedroom,No,No,
D9183,1/11/2025 8:05,Walking,No,-,0,Living Room,No,No,
D9184,1/26/2025 3:56,Sitting,No,-,0,Bedroom,No,No,
D9185,1/10/2025 9:10,No Movement,No,-,0,Bedroom,No,No,
D9186,1/4/2025 16:44,Walking,No,-,0,Bedroom,No,No,
D9187,1/18/2025 20:08,Walking,No,-,0,Bathroom,No,No,
D9188,1/22/2025 22:34,Sitting,No,-,0,Living Room,No,No,
D9189,1/29/2025 4:59,Lying,No,-,0,Bathroom,No,No,
D9190,1/16/2025 16:01,No Movement,No,-,0,Bathroom,No,No,
D9191,1/29/2025 20:22,Sitting,No,-,0,Living Room,No,No,
D9192,1/11/2025 8:32,Lying,No,-,0,Living Room,No,No,
D9193,1/6/2025 16:17,Sitting,No,-,0,Bedroom,No,No,
D9194,1/15/2025 6:38,Lying,No,-,0,Kitchen,No,No,
D9195,1/1/2025 23:47,Lying,No,-,0,Bathroom,No,No,
D9196,1/23/2025 21:23,Lying,No,-,0,Kitchen,No,No,
D9197,1/25/2025 0:58,Sitting,No,-,0,Bathroom,No,No,
D9198,1/7/2025 5:50,Sitting,No,-,0,Bedroom,No,No,
D9199,1/5/2025 22:34,Sitting,No,-,0,Living Room,No,No,
D9200,1/27/2025 1:43,Walking,No,-,0,Bathroom,No,No,
D9201,1/20/2025 23:53,Lying,No,-,0,Bathroom,No,No,
D9202,1/9/2025 17:02,Walking,No,-,0,Kitchen,No,No,
D9203,1/27/2025 5:13,Walking,No,-,0,Kitchen,No,No,
D9204,1/4/2025 13:15,Sitting,No,-,0,Kitchen,No,No,
D9205,1/14/2025 9:45,No Movement,No,-,0,Living Room,No,No,
D9206,1/17/2025 19:42,Lying,No,-,0,Kitchen,No,No,
D9207,1/29/2025 21:44,No Movement,Yes,High,180,Bedroom,Yes,Yes,
D9208,1/12/2025 11:13,No Movement,No,-,0,Kitchen,No,No,
D9209,1/1/2025 5:35,No Movement,No,-,0,Living Room,No,No,
D9210,1/1/2025 19:29,No Movement,No,-,0,Living Room,No,No,
D9211,1/28/2025 1:55,Lying,No,-,0,Living Room,No,No,
D9212,1/15/2025 1:52,No Movement,Yes,Low,441,Kitchen,No,No,
D9213,1/5/2025 20:09,No Movement,Yes,Low,317,Kitchen,No,No,
D9214,1/26/2025 16:34,No Movement,No,-,0,Bathroom,No,No,
D9215,1/10/2025 19:31,Lying,No,-,0,Living Room,No,No,
D9216,1/22/2025 16:22,Lying,No,-,0,Kitchen,No,No,
D9217,1/22/2025 5:57,Sitting,No,-,0,Living Room,No,No,
D9218,1/2/2025 7:40,Lying,No,-,0,Living Room,No,No,
D9219,1/10/2025 0:15,Sitting,No,-,0,Living Room,No,No,
D9220,1/14/2025 7:14,Sitting,No,-,0,Bedroom,No,No,
D9221,1/4/2025 10:52,Walking,No,-,0,Bedroom,No,No,
D9222,1/13/2025 5:13,Sitting,No,-,0,Bathroom,No,No,
D9223,1/3/2025 19:06,No Movement,No,-,0,Living Room,No,No,
D9224,1/21/2025 7:03,Lying,No,-,0,Kitchen,No,No,
D9225,1/13/2025 5:05,No Movement,No,-,0,Bathroom,No,No,
D9226,1/11/2025 1:24,Sitting,No,-,0,Bedroom,No,No,
D9227,1/23/2025 0:51,Lying,No,-,0,Living Room,No,No,
D9228,1/19/2025 8:27,Walking,No,-,0,Bedroom,No,No,
D9229,1/21/2025 0:17,No Movement,No,-,0,Bathroom,No,No,
D9230,1/11/2025 4:36,Walking,No,-,0,Living Room,No,No,
D9231,1/7/2025 20:00,No Movement,No,-,0,Bathroom,No,No,
D9232,1/21/2025 15:46,Lying,No,-,0,Bedroom,No,No,
D9233,1/11/2025 12:55,Lying,No,-,0,Bathroom,No,No,
D9234,1/19/2025 19:02,Lying,No,-,0,Living Room,No,No,
D9235,1/23/2025 7:08,No Movement,Yes,Low,314,Bathroom,No,No,
D9236,1/19/2025 3:39,Walking,No,-,0,Bedroom,No,No,
D9237,1/8/2025 4:23,Lying,No,-,0,Bathroom,No,No,
D9238,1/10/2025 19:06,Walking,No,-,0,Bathroom,No,No,
D9239,1/26/2025 22:05,No Movement,No,-,0,Living Room,No,No,
D9240,1/18/2025 22:22,Lying,No,-,0,Living Room,No,No,
D9241,1/12/2025 6:25,Lying,No,-,0,Bathroom,No,No,
D9242,1/20/2025 2:21,Sitting,No,-,0,Bedroom,No,No,
D9243,1/12/2025 2:19,Lying,No,-,0,Living Room,No,No,
D9244,1/24/2025 3:44,Walking,No,-,0,Kitchen,No,No,
D9245,1/11/2025 19:54,Walking,No,-,0,Bathroom,No,No,
D9246,1/30/2025 5:21,No Movement,No,-,0,Bedroom,No,No,
D9247,1/14/2025 0:07,Walking,No,-,0,Living Room,No,No,
D9248,1/25/2025 3:39,No Movement,Yes,Medium,447,Kitchen,Yes,Yes,
D9249,1/25/2025 15:01,Sitting,No,-,0,Living Room,No,No,
D9250,1/4/2025 2:14,Sitting,No,-,0,Living Room,No,No,
D9251,1/18/2025 1:10,Sitting,No,-,0,Bathroom,No,No,
D9252,1/16/2025 9:30,Lying,No,-,0,Living Room,No,No,
D9253,1/19/2025 16:26,Walking,No,-,0,Kitchen,No,No,
D9254,1/7/2025 0:30,No Movement,No,-,0,Bathroom,No,No,
D9255,1/4/2025 6:52,Lying,No,-,0,Bathroom,No,No,
D9256,1/15/2025 10:47,Walking,No,-,0,Kitchen,No,No,
D9257,1/24/2025 5:24,Lying,No,-,0,Bathroom,No,No,
D9258,1/22/2025 2:18,Walking,No,-,0,Kitchen,No,No,
D9259,1/18/2025 6:17,No Movement,No,-,0,Kitchen,No,No,
D9260,1/28/2025 19:31,Lying,No,-,0,Bedroom,No,No,
D9261,1/25/2025 5:03,Walking,No,-,0,Bedroom,No,No,
D9262,1/21/2025 0:39,No Movement,No,-,0,Bathroom,No,No,
D9263,1/30/2025 9:25,Sitting,No,-,0,Bathroom,No,No,
D9264,1/2/2025 13:54,Walking,No,-,0,Living Room,No,No,
D9265,1/22/2025 19:13,Sitting,No,-,0,Kitchen,No,No,
D9266,1/13/2025 11:06,Lying,No,-,0,Living Room,No,No,
D9267,1/9/2025 0:28,Lying,No,-,0,Bedroom,No,No,
D9268,1/15/2025 17:47,Sitting,No,-,0,Bathroom,No,No,
D9269,1/4/2025 21:22,No Movement,Yes,Low,291,Kitchen,No,No,
D9270,1/8/2025 13:07,Lying,No,-,0,Bedroom,No,No,
D9271,1/29/2025 8:10,Sitting,No,-,0,Living Room,No,No,
D9272,1/18/2025 3:12,No Movement,No,-,0,Bedroom,No,No,
D9273,1/20/2025 9:13,Walking,No,-,0,Bathroom,No,No,
D9274,1/3/2025 3:50,Lying,No,-,0,Kitchen,No,No,
D9275,1/2/2025 1:19,No Movement,No,-,0,Kitchen,No,No,
D9276,1/18/2025 2:20,No Movement,No,-,0,Kitchen,No,No,
D9277,1/20/2025 3:17,No Movement,No,-,0,Bedroom,No,No,
D9278,1/1/2025 16:04,Sitting,No,-,0,Kitchen,No,No,
D9279,1/17/2025 16:37,Sitting,No,-,0,Bedroom,No,No,
D9280,1/28/2025 20:01,No Movement,Yes,Medium,40,Living Room,Yes,Yes,
D9281,1/14/2025 16:40,Sitting,No,-,0,Bedroom,No,No,
D9282,1/17/2025 2:37,Sitting,No,-,0,Bathroom,No,No,
D9283,1/20/2025 21:15,Sitting,No,-,0,Bathroom,No,No,
D9284,1/12/2025 13:30,Walking,No,-,0,Bathroom,No,No,
D9285,1/8/2025 23:59,Walking,No,-,0,Living Room,No,No,
D9286,1/20/2025 19:48,No Movement,Yes,Low,166,Bathroom,No,No,
D9287,1/27/2025 15:18,Lying,No,-,0,Living Room,No,No,
D9288,1/5/2025 21:37,Lying,No,-,0,Bedroom,No,No,
D9289,1/26/2025 23:33,Walking,No,-,0,Living Room,No,No,
D9290,1/21/2025 21:31,Walking,No,-,0,Living Room,No,No,
D9291,1/20/2025 0:50,Lying,No,-,0,Bathroom,No,No,
D9292,1/24/2025 6:57,Walking,No,-,0,Living Room,No,No,
D9293,1/21/2025 10:32,No Movement,No,-,0,Bathroom,No,No,
D9294,1/18/2025 9:31,No Movement,No,-,0,Living Room,No,No,
D9295,1/25/2025 20:28,Sitting,No,-,0,Bathroom,No,No,
D9296,1/20/2025 20:11,Lying,No,-,0,Bedroom,No,No,
D9297,1/17/2025 2:04,Walking,No,-,0,Bedroom,No,No,
D9298,1/10/2025 11:18,Walking,No,-,0,Living Room,No,No,
D9299,1/14/2025 4:18,Lying,No,-,0,Bathroom,No,No,
D9300,1/20/2025 2:49,Walking,No,-,0,Bathroom,No,No,
D9301,1/19/2025 20:14,Sitting,No,-,0,Bedroom,No,No,
D9302,1/3/2025 15:04,Sitting,No,-,0,Bedroom,No,No,
D9303,1/19/2025 12:41,Lying,No,-,0,Bathroom,No,No,
D9304,1/28/2025 8:21,Sitting,No,-,0,Kitchen,No,No,
D9305,1/30/2025 3:31,Walking,No,-,0,Living Room,No,No,
D9306,1/17/2025 11:40,Walking,No,-,0,Bedroom,No,No,
D9307,1/13/2025 7:30,Sitting,No,-,0,Bedroom,No,No,
D9308,1/11/2025 18:39,Lying,No,-,0,Living Room,No,No,
D9309,1/12/2025 8:00,Lying,No,-,0,Bathroom,No,No,
