Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No),
D9419,1/21/2025 12:36,Exercise,10:30:00,No,No,
D9420,1/13/2025 12:37,Appointment,22:00:00,Yes,Yes,
D9421,1/12/2025 12:39,Medication,8:30:00,No,No,
D9422,1/9/2025 6:16,Appointment,10:00:00,Yes,Yes,
D9423,1/11/2025 22:14,Exercise,11:30:00,Yes,Yes,
D9424,1/30/2025 18:25,Exercise,6:30:00,Yes,Yes,
D9425,1/23/2025 3:10,Hydration,11:00:00,No,No,
D9426,1/11/2025 0:34,Appointment,21:00:00,Yes,No,
D9427,1/30/2025 14:15,Exercise,8:00:00,Yes,Yes,
D9428,1/6/2025 22:13,Appointment,13:00:00,No,No,
D9429,1/11/2025 22:57,Exercise,18:00:00,Yes,Yes,
D9430,1/30/2025 3:06,Appointment,12:30:00,No,No,
D9431,1/4/2025 5:09,Hydration,9:30:00,Yes,Yes,
D9432,1/10/2025 13:40,Hydration,16:30:00,No,No,
D9433,1/30/2025 18:19,Appointment,8:30:00,Yes,Yes,
D9434,1/14/2025 2:14,Medication,10:30:00,No,No,
D9435,1/15/2025 11:39,Hydration,13:00:00,Yes,Yes,
D9436,1/23/2025 11:34,Medication,12:30:00,No,No,
D9437,1/2/2025 18:11,Exercise,6:30:00,Yes,Yes,
D9438,1/17/2025 10:49,Appointment,8:00:00,No,No,
D9439,1/25/2025 22:55,Hydration,20:30:00,No,No,
D9440,1/12/2025 10:10,Medication,15:00:00,Yes,No,
D9441,1/13/2025 18:46,Exercise,15:30:00,No,No,
D9442,1/10/2025 12:59,Hydration,15:00:00,No,No,
D9443,1/15/2025 5:33,Hydration,13:00:00,No,No,
D9444,1/16/2025 21:15,Hydration,6:30:00,Yes,No,
D9445,1/23/2025 2:46,Hydration,13:00:00,No,No,
D9446,1/14/2025 2:05,Exercise,18:00:00,No,No,
D9447,1/12/2025 18:31,Medication,7:30:00,Yes,Yes,
D9448,1/11/2025 2:32,Exercise,12:30:00,No,No,
D9449,1/4/2025 18:48,Appointment,8:30:00,Yes,No,
D9450,1/29/2025 2:13,Appointment,20:00:00,No,No,
D9451,1/23/2025 4:40,Appointment,22:30:00,No,No,
D9452,1/16/2025 18:33,Hydration,14:00:00,Yes,Yes,
D9453,1/9/2025 9:26,Medication,7:30:00,No,No,
D9454,1/8/2025 15:56,Appointment,18:00:00,No,No,
D9455,1/30/2025 3:00,Appointment,18:30:00,No,No,
D9456,1/9/2025 10:54,Appointment,13:30:00,No,No,
D9457,1/15/2025 16:15,Hydration,14:30:00,Yes,Yes,
D9458,1/12/2025 9:33,Medication,8:30:00,Yes,No,
D9459,1/11/2025 22:47,Hydration,21:30:00,No,No,
D9460,1/19/2025 15:38,Appointment,10:00:00,Yes,Yes,
D9461,1/15/2025 10:41,Medication,13:00:00,No,No,
D9462,1/24/2025 6:26,Appointment,15:30:00,Yes,No,
D9463,1/5/2025 19:20,Hydration,10:30:00,No,No,
D9464,1/11/2025 8:44,Appointment,13:00:00,Yes,Yes,
D9465,1/27/2025 21:28,Medication,20:00:00,No,No,
D9466,1/4/2025 6:54,Medication,8:30:00,Yes,No,
D9467,1/8/2025 21:45,Hydration,12:30:00,No,No,
D9468,1/9/2025 22:45,Appointment,22:00:00,No,No,
D9469,1/30/2025 19:22,Hydration,22:30:00,No,No,
D9470,1/12/2025 20:49,Exercise,20:30:00,Yes,Yes,
D9471,1/15/2025 8:01,Medication,17:00:00,Yes,Yes,
D9472,1/11/2025 7:51,Hydration,17:30:00,No,No,
D9473,1/1/2025 6:38,Hydration,10:00:00,Yes,Yes,
D9474,1/22/2025 7:00,Hydration,20:30:00,No,No,
D9475,1/9/2025 5:23,Appointment,15:30:00,No,No,
D9476,1/24/2025 1:02,Medication,22:30:00,Yes,Yes,
D9477,1/12/2025 7:53,Medication,17:30:00,Yes,Yes,
D9478,1/23/2025 9:04,Appointment,8:00:00,Yes,Yes,
D9479,1/7/2025 13:11,Medication,13:00:00,Yes,No,
D9480,1/26/2025 14:30,Exercise,17:00:00,No,No,
D9481,1/30/2025 18:59,Exercise,11:30:00,Yes,Yes,
D9482,1/22/2025 8:31,Appointment,7:30:00,Yes,Yes,
D9483,1/17/2025 8:12,Appointment,16:30:00,No,No,
D9484,1/6/2025 9:04,Appointment,13:00:00,Yes,Yes,
D9485,1/4/2025 16:47,Appointment,21:30:00,No,No,
D9486,1/7/2025 23:53,Hydration,13:30:00,No,No,
D9487,1/26/2025 5:01,Appointment,13:00:00,No,No,
D9488,1/9/2025 6:06,Medication,14:30:00,No,No,
D9489,1/23/2025 14:05,Medication,9:00:00,Yes,No,
D9490,1/29/2025 16:06,Hydration,19:00:00,Yes,Yes,
D9491,1/11/2025 7:22,Medication,9:30:00,Yes,No,
D9492,1/21/2025 7:18,Hydration,22:30:00,Yes,Yes,
D9493,1/17/2025 17:11,Medication,20:00:00,Yes,Yes,
D9494,1/23/2025 16:26,Appointment,17:30:00,Yes,Yes,
D9495,1/26/2025 14:29,Medication,12:00:00,Yes,No,
D9496,1/24/2025 22:01,Hydration,11:00:00,Yes,Yes,
D9497,1/29/2025 8:07,Medication,19:30:00,Yes,Yes,
D9498,1/30/2025 15:36,Exercise,12:30:00,No,No,
D9499,1/19/2025 20:40,Appointment,7:00:00,Yes,Yes,
D9500,1/26/2025 8:25,Appointment,8:00:00,Yes,No,
D9501,1/23/2025 15:57,Appointment,22:00:00,No,No,
D9502,1/7/2025 9:57,Medication,22:00:00,No,No,
D9503,1/23/2025 12:18,Hydration,22:00:00,Yes,Yes,
D9504,1/1/2025 12:24,Medication,21:30:00,Yes,Yes,
D9505,1/3/2025 3:35,Hydration,16:30:00,No,No,
D9506,1/1/2025 0:40,Hydration,13:30:00,Yes,No,
D9507,1/3/2025 3:06,Medication,19:30:00,No,No,
D9508,1/29/2025 21:22,Appointment,8:00:00,Yes,Yes,
D9509,1/20/2025 19:16,Exercise,14:30:00,No,No,
D9510,1/9/2025 9:16,Appointment,15:30:00,No,No,
D9511,1/4/2025 14:14,Appointment,11:00:00,Yes,Yes,
D9512,1/14/2025 17:40,Appointment,7:00:00,No,No,
D9513,1/21/2025 14:49,Appointment,18:30:00,Yes,No,
D9514,1/12/2025 23:29,Hydration,16:00:00,No,No,
D9515,1/20/2025 17:11,Medication,21:30:00,No,No,
D9516,1/14/2025 5:30,Hydration,9:00:00,No,No,
D9517,1/4/2025 9:12,Exercise,9:00:00,Yes,Yes,
D9518,1/1/2025 23:58,Exercise,11:00:00,No,No,
D9519,1/10/2025 9:02,Exercise,22:30:00,No,No,
D9520,1/11/2025 5:43,Hydration,19:00:00,Yes,No,
D9521,1/13/2025 10:08,Exercise,8:00:00,Yes,Yes,
D9522,1/15/2025 11:53,Hydration,21:30:00,No,No,
D9523,1/24/2025 7:10,Medication,18:00:00,No,No,
D9524,1/9/2025 2:09,Hydration,21:00:00,Yes,Yes,
D9525,1/22/2025 22:54,Exercise,22:00:00,No,No,
D9526,1/15/2025 5:22,Medication,14:00:00,No,No,
D9527,1/5/2025 1:43,Exercise,21:30:00,Yes,Yes,
D9528,1/17/2025 6:16,Exercise,19:30:00,No,No,
D9529,1/17/2025 19:08,Hydration,15:30:00,No,No,
D9530,1/14/2025 15:40,Exercise,9:30:00,Yes,Yes,
D9531,1/7/2025 5:14,Hydration,14:00:00,No,No,
D9532,1/4/2025 14:28,Hydration,20:00:00,No,No,
D9533,1/26/2025 16:53,Medication,15:00:00,Yes,Yes,
D9534,1/24/2025 3:14,Hydration,18:00:00,Yes,Yes,
D9535,1/21/2025 5:49,Hydration,11:30:00,No,No,
D9536,1/13/2025 12:46,Exercise,6:30:00,Yes,No,
D9537,1/14/2025 8:01,Appointment,15:30:00,Yes,Yes,
D9538,1/18/2025 2:25,Hydration,10:00:00,No,No,
D9539,1/14/2025 12:38,Hydration,18:30:00,Yes,No,
D9540,1/14/2025 20:25,Hydration,14:00:00,No,No,
D9541,1/19/2025 23:51,Medication,14:30:00,No,No,
D9542,1/25/2025 17:09,Exercise,19:30:00,Yes,Yes,
D9543,1/11/2025 4:17,Hydration,19:00:00,No,No,
D9544,1/20/2025 23:42,Exercise,8:00:00,Yes,Yes,
D9545,1/7/2025 18:36,Exercise,7:30:00,Yes,Yes,
D9546,1/20/2025 22:30,Appointment,16:00:00,No,No,
D9547,1/26/2025 11:07,Hydration,13:00:00,No,No,
D9548,1/4/2025 22:02,Medication,8:30:00,No,No,
D9549,1/26/2025 16:35,Exercise,13:00:00,Yes,No,
D9550,1/30/2025 0:51,Exercise,6:00:00,No,No,
D9551,1/24/2025 16:00,Medication,8:00:00,No,No,
D9552,1/11/2025 13:05,Exercise,14:00:00,Yes,Yes,
D9553,1/9/2025 5:02,Appointment,12:30:00,No,No,
D9554,1/27/2025 16:03,Medication,15:00:00,No,No,
D9555,1/15/2025 3:18,Appointment,9:00:00,No,No,
D9556,1/8/2025 0:24,Exercise,11:30:00,Yes,Yes,
D9557,1/5/2025 2:40,Medication,19:30:00,No,No,
D9558,1/26/2025 5:16,Appointment,20:30:00,Yes,Yes,
D9559,1/25/2025 15:11,Hydration,17:30:00,Yes,No,
D9560,1/21/2025 0:08,Exercise,10:00:00,Yes,Yes,
D9561,1/18/2025 18:35,Exercise,16:30:00,No,No,
D9562,1/12/2025 9:25,Exercise,20:00:00,No,No,
D9563,1/13/2025 9:08,Exercise,6:30:00,Yes,Yes,
D9564,1/24/2025 9:39,Medication,11:00:00,Yes,Yes,
D9565,1/20/2025 19:49,Medication,20:30:00,No,No,
D9566,1/25/2025 20:22,Appointment,15:30:00,No,No,
D9567,1/8/2025 19:53,Hydration,6:30:00,Yes,Yes,
D9568,1/25/2025 6:06,Hydration,22:30:00,Yes,No,
D9569,1/11/2025 1:36,Medication,15:30:00,Yes,No,
D9570,1/19/2025 13:58,Medication,21:30:00,Yes,Yes,
D9571,1/30/2025 21:27,Medication,15:30:00,Yes,No,
D9572,1/25/2025 4:10,Medication,10:00:00,No,No,
D9573,1/6/2025 13:12,Medication,14:30:00,Yes,Yes,
D9574,1/11/2025 1:16,Appointment,15:30:00,No,No,
D9575,1/26/2025 20:57,Appointment,20:00:00,No,No,
D9576,1/20/2025 11:43,Hydration,16:00:00,Yes,Yes,
D9577,1/26/2025 15:28,Appointment,7:00:00,Yes,Yes,
D9578,1/8/2025 5:59,Medication,8:00:00,Yes,Yes,
D9579,1/5/2025 3:42,Medication,13:00:00,No,No,
D9580,1/4/2025 20:18,Exercise,14:30:00,No,No,
D9581,1/12/2025 13:52,Medication,10:30:00,Yes,Yes,
D9582,1/22/2025 11:31,Hydration,6:00:00,Yes,Yes,
D9583,1/5/2025 9:47,Appointment,16:30:00,No,No,
D9584,1/4/2025 13:30,Appointment,17:30:00,No,No,
D9585,1/17/2025 2:54,Exercise,13:30:00,No,No,
D9586,1/25/2025 5:07,Appointment,22:30:00,Yes,Yes,
D9587,1/15/2025 8:52,Appointment,17:00:00,No,No,
D9588,1/19/2025 17:17,Exercise,12:30:00,No,No,
D9589,1/6/2025 6:48,Exercise,8:30:00,Yes,Yes,
D9590,1/12/2025 11:20,Medication,16:30:00,No,No,
D9591,1/22/2025 8:04,Hydration,9:00:00,Yes,Yes,
D9592,1/26/2025 20:23,Exercise,10:00:00,No,No,
D9593,1/12/2025 10:19,Medication,15:30:00,Yes,No,
D9594,1/14/2025 18:31,Hydration,20:30:00,No,No,
D9595,1/10/2025 19:05,Exercise,10:30:00,No,No,
D9596,1/9/2025 1:39,Hydration,19:00:00,No,No,
D9597,1/21/2025 5:47,Medication,15:30:00,No,No,
D9598,1/27/2025 16:20,Appointment,14:00:00,Yes,Yes,
D9599,1/1/2025 4:31,Medication,15:30:00,No,No,
D9600,1/2/2025 4:54,Medication,9:30:00,No,No,
D9601,1/13/2025 20:44,Medication,6:30:00,No,No,
D9602,1/10/2025 14:15,Medication,22:30:00,Yes,Yes,
D9603,1/7/2025 14:55,Exercise,15:00:00,No,No,
D9604,1/25/2025 4:21,Hydration,9:30:00,Yes,Yes,
D9605,1/7/2025 11:25,Exercise,8:00:00,No,No,
D9606,1/29/2025 9:35,Hydration,16:00:00,Yes,Yes,
D9607,1/22/2025 11:54,Medication,13:30:00,No,No,
D9608,1/26/2025 17:55,Appointment,13:30:00,Yes,Yes,
D9609,1/12/2025 4:43,Hydration,21:30:00,Yes,Yes,
D9610,1/9/2025 13:21,Hydration,20:30:00,No,No,
D9611,1/13/2025 16:39,Medication,6:30:00,No,No,
D9612,1/5/2025 20:57,Appointment,19:30:00,No,No,
D9613,1/6/2025 19:06,Exercise,7:30:00,No,No,
D9614,1/16/2025 15:22,Exercise,14:00:00,Yes,Yes,
D9615,1/21/2025 14:11,Appointment,21:30:00,No,No,
D9616,1/8/2025 9:55,Exercise,6:00:00,No,No,
D9617,1/27/2025 11:55,Appointment,15:30:00,No,No,
D9618,1/4/2025 19:55,Exercise,20:30:00,No,No,
D9619,1/26/2025 10:31,Appointment,8:30:00,No,No,
D9620,1/8/2025 0:39,Appointment,12:00:00,No,No,
D9621,1/29/2025 8:57,Appointment,6:00:00,No,No,
D9622,1/10/2025 7:14,Medication,21:00:00,No,No,
D9623,1/28/2025 19:02,Exercise,11:30:00,Yes,Yes,
D9624,1/2/2025 19:53,Appointment,20:30:00,Yes,No,
D9625,1/13/2025 1:25,Exercise,8:30:00,Yes,Yes,
D9626,1/28/2025 5:01,Hydration,16:30:00,No,No,
D9627,1/5/2025 2:54,Hydration,11:30:00,No,No,
D9628,1/16/2025 19:24,Hydration,19:00:00,No,No,
D9629,1/25/2025 6:42,Hydration,6:30:00,Yes,Yes,
D9630,1/18/2025 20:39,Appointment,20:30:00,No,No,
D9631,1/14/2025 19:50,Medication,16:00:00,Yes,Yes,
D9632,1/21/2025 20:08,Medication,11:30:00,No,No,
D9633,1/11/2025 16:04,Hydration,9:30:00,Yes,Yes,
D9634,1/26/2025 9:12,Exercise,10:00:00,No,No,
D9635,1/3/2025 1:48,Hydration,18:30:00,No,No,
D9636,1/11/2025 20:36,Medication,21:00:00,Yes,Yes,
D9637,1/28/2025 10:58,Medication,9:00:00,Yes,Yes,
D9638,1/8/2025 14:45,Hydration,19:00:00,Yes,Yes,
D9639,1/7/2025 22:40,Exercise,11:30:00,No,No,
D9640,1/1/2025 16:47,Appointment,12:00:00,Yes,Yes,
D9641,1/12/2025 13:46,Exercise,10:00:00,Yes,Yes,
D9642,1/9/2025 21:01,Medication,20:00:00,Yes,Yes,
D9643,1/8/2025 11:37,Hydration,11:00:00,No,No,
D9644,1/8/2025 21:35,Exercise,13:00:00,No,No,
D9645,1/22/2025 8:14,Appointment,20:00:00,No,No,
D9646,1/27/2025 19:37,Appointment,12:30:00,Yes,No,
D9647,1/6/2025 0:12,Appointment,7:30:00,Yes,Yes,
D9648,1/11/2025 2:39,Exercise,22:00:00,No,No,
D9649,1/28/2025 16:29,Exercise,13:00:00,No,No,
D9650,1/26/2025 15:34,Appointment,6:30:00,Yes,Yes,
D9651,1/30/2025 9:09,Exercise,15:00:00,Yes,Yes,
D9652,1/15/2025 8:59,Exercise,13:30:00,Yes,Yes,
D9653,1/24/2025 9:55,Medication,20:00:00,Yes,Yes,
D9654,1/2/2025 17:52,Hydration,12:00:00,No,No,
D9655,1/23/2025 14:55,Appointment,11:30:00,Yes,Yes,
D9656,1/26/2025 11:57,Hydration,6:00:00,No,No,
D9657,1/21/2025 5:28,Appointment,22:00:00,Yes,Yes,
D9658,1/25/2025 4:12,Medication,16:00:00,Yes,Yes,
D9659,1/17/2025 4:18,Hydration,7:30:00,No,No,
D9660,1/9/2025 6:47,Hydration,11:30:00,No,No,
D9661,1/21/2025 5:08,Appointment,7:30:00,Yes,Yes,
D9662,1/6/2025 10:48,Exercise,7:30:00,Yes,Yes,
D9663,1/4/2025 20:55,Appointment,21:30:00,Yes,Yes,
D9664,1/6/2025 9:41,Medication,20:30:00,No,No,
D9665,1/14/2025 17:33,Exercise,6:30:00,No,No,
D9666,1/28/2025 3:49,Appointment,21:00:00,No,No,
D9667,1/26/2025 21:26,Exercise,16:30:00,Yes,Yes,
D9668,1/15/2025 22:41,Hydration,8:30:00,Yes,Yes,
D9669,1/15/2025 2:38,Appointment,7:00:00,No,No,
D9670,1/4/2025 8:35,Hydration,10:30:00,Yes,Yes,
D9671,1/2/2025 1:10,Hydration,16:30:00,No,No,
D9672,1/2/2025 23:22,Appointment,13:00:00,Yes,Yes,
D9673,1/24/2025 17:05,Appointment,18:00:00,Yes,Yes,
D9674,1/11/2025 10:21,Appointment,12:00:00,Yes,Yes,
D9675,1/22/2025 21:39,Medication,10:30:00,Yes,Yes,
D9676,1/21/2025 20:25,Medication,13:00:00,No,No,
D9677,1/26/2025 15:25,Medication,11:30:00,No,No,
D9678,1/1/2025 12:52,Appointment,9:00:00,No,No,
D9679,1/27/2025 8:33,Hydration,14:00:00,Yes,Yes,
D9680,1/23/2025 6:40,Medication,13:00:00,Yes,Yes,
D9681,1/22/2025 5:59,Appointment,20:30:00,No,No,
D9682,1/9/2025 6:05,Appointment,11:00:00,No,No,
D9683,1/16/2025 15:29,Hydration,7:30:00,Yes,Yes,
D9684,1/2/2025 13:09,Exercise,15:30:00,No,No,
D9685,1/16/2025 18:23,Exercise,6:30:00,No,No,
D9686,1/15/2025 8:26,Appointment,19:00:00,Yes,No,
D9687,1/8/2025 3:07,Medication,16:30:00,Yes,Yes,
D9688,1/21/2025 19:20,Medication,13:30:00,No,No,
D9689,1/24/2025 5:02,Medication,18:30:00,No,No,
D9690,1/20/2025 16:10,Hydration,6:30:00,Yes,Yes,
D9691,1/5/2025 3:18,Exercise,12:00:00,Yes,Yes,
D9692,1/8/2025 14:13,Hydration,16:00:00,No,No,
D9693,1/30/2025 3:32,Exercise,17:00:00,Yes,Yes,
D9694,1/29/2025 11:31,Hydration,7:00:00,Yes,No,
D9695,1/15/2025 14:05,Hydration,22:30:00,No,No,
D9696,1/23/2025 18:44,Medication,8:00:00,Yes,Yes,
D9697,1/21/2025 7:37,Exercise,9:30:00,No,No,
D9698,1/19/2025 0:19,Appointment,21:00:00,Yes,Yes,
D9699,1/22/2025 6:57,Hydration,13:00:00,Yes,Yes,
D9700,1/26/2025 4:28,Exercise,14:30:00,Yes,No,
D9701,1/13/2025 8:09,Hydration,20:30:00,No,No,
D9702,1/8/2025 0:20,Hydration,10:00:00,Yes,Yes,
D9703,1/28/2025 17:20,Exercise,20:30:00,Yes,Yes,
D9704,1/17/2025 10:21,Hydration,7:30:00,Yes,Yes,
D9705,1/21/2025 17:53,Hydration,17:00:00,Yes,Yes,
D9706,1/5/2025 0:06,Medication,13:00:00,No,No,
D9707,1/8/2025 13:04,Medication,17:30:00,Yes,Yes,
D9708,1/26/2025 9:36,Medication,7:00:00,No,No,
D9709,1/11/2025 1:39,Hydration,8:30:00,No,No,
D9710,1/24/2025 4:27,Appointment,20:30:00,Yes,Yes,
D9711,1/17/2025 18:10,Medication,18:30:00,Yes,Yes,
D9712,1/15/2025 19:01,Medication,22:30:00,No,No,
D9713,1/23/2025 10:19,Medication,6:00:00,Yes,Yes,
D9714,1/12/2025 8:51,Appointment,21:30:00,No,No,
D9715,1/22/2025 9:41,Hydration,15:00:00,No,No,
D9716,1/11/2025 8:38,Medication,22:00:00,Yes,Yes,
D9717,1/1/2025 14:31,Exercise,14:30:00,Yes,Yes,
D9718,1/12/2025 18:40,Exercise,22:00:00,Yes,Yes,
D9719,1/11/2025 16:01,Appointment,13:30:00,No,No,
D9720,1/12/2025 22:00,Medication,7:30:00,No,No,
D9721,1/4/2025 14:26,Medication,11:00:00,No,No,
D9722,1/10/2025 11:11,Appointment,19:30:00,No,No,
D9723,1/2/2025 21:00,Exercise,21:00:00,Yes,Yes,
D9724,1/6/2025 0:57,Hydration,16:00:00,No,No,
D9725,1/1/2025 13:20,Hydration,20:00:00,No,No,
D9726,1/25/2025 15:35,Appointment,11:00:00,No,No,
D9727,1/16/2025 16:09,Medication,20:00:00,No,No,
D9728,1/11/2025 18:47,Medication,13:30:00,Yes,No,
D9729,1/9/2025 14:30,Exercise,12:00:00,Yes,Yes,
D9730,1/9/2025 21:42,Medication,20:00:00,No,No,
D9731,1/24/2025 17:34,Appointment,20:00:00,No,No,
D9732,1/2/2025 8:35,Appointment,6:30:00,No,No,
D9733,1/8/2025 2:33,Hydration,8:30:00,Yes,Yes,
D9734,1/25/2025 0:45,Exercise,16:00:00,No,No,
D9735,1/10/2025 15:55,Hydration,16:30:00,Yes,Yes,
D9736,1/26/2025 19:50,Hydration,22:00:00,Yes,Yes,
D9737,1/7/2025 10:30,Medication,12:00:00,No,No,
D9738,1/12/2025 13:53,Medication,11:00:00,No,No,
D9739,1/1/2025 23:18,Medication,18:30:00,Yes,Yes,
D9740,1/1/2025 18:31,Medication,9:30:00,No,No,
D9741,1/7/2025 16:56,Medication,11:00:00,No,No,
D9742,1/4/2025 6:56,Medication,7:30:00,No,No,
D9743,1/8/2025 4:50,Exercise,8:00:00,Yes,No,
D9744,1/21/2025 16:57,Medication,18:30:00,No,No,
D9745,1/9/2025 17:35,Appointment,13:00:00,Yes,Yes,
D9746,1/27/2025 23:27,Exercise,16:30:00,Yes,Yes,
D9747,1/8/2025 8:36,Appointment,19:00:00,Yes,Yes,
D9748,1/9/2025 23:04,Medication,21:00:00,Yes,Yes,
D9749,1/26/2025 1:36,Medication,17:30:00,Yes,Yes,
D9750,1/17/2025 6:50,Medication,16:30:00,No,No,
D9751,1/15/2025 14:40,Hydration,15:00:00,No,No,
D9752,1/7/2025 22:49,Hydration,9:30:00,Yes,No,
D9753,1/27/2025 4:48,Appointment,16:30:00,Yes,Yes,
D9754,1/9/2025 22:12,Exercise,12:30:00,No,No,
D9755,1/26/2025 19:21,Exercise,13:30:00,Yes,No,
D9756,1/25/2025 8:56,Exercise,22:00:00,Yes,Yes,
D9757,1/9/2025 22:51,Exercise,10:30:00,Yes,Yes,
D9758,1/30/2025 1:23,Medication,6:30:00,No,No,
D9759,1/2/2025 9:31,Medication,8:00:00,Yes,Yes,
D9760,1/30/2025 18:48,Appointment,10:00:00,No,No,
D9761,1/3/2025 3:52,Hydration,17:00:00,No,No,
D9762,1/9/2025 5:30,Hydration,19:00:00,Yes,Yes,
D9763,1/22/2025 11:51,Medication,20:00:00,Yes,Yes,
D9764,1/11/2025 15:09,Medication,21:00:00,No,No,
D9765,1/10/2025 17:36,Appointment,15:00:00,No,No,
D9766,1/4/2025 9:45,Exercise,9:30:00,Yes,Yes,
D9767,1/15/2025 14:39,Medication,6:00:00,Yes,Yes,
D9768,1/16/2025 13:35,Exercise,16:00:00,Yes,Yes,
D9769,1/6/2025 15:36,Hydration,13:00:00,Yes,Yes,
D9770,1/27/2025 6:12,Hydration,10:30:00,Yes,Yes,
D9771,1/8/2025 3:39,Exercise,12:00:00,Yes,Yes,
D9772,1/10/2025 4:28,Exercise,9:00:00,No,No,
D9773,1/27/2025 2:39,Medication,7:30:00,No,No,
D9774,1/1/2025 4:37,Exercise,6:30:00,Yes,Yes,
D9775,1/17/2025 23:18,Appointment,17:00:00,No,No,
D9776,1/19/2025 23:53,Hydration,6:30:00,Yes,Yes,
D9777,1/14/2025 14:11,Hydration,19:00:00,No,No,
D9778,1/30/2025 7:58,Hydration,8:00:00,Yes,Yes,
D9779,1/22/2025 23:30,Exercise,6:30:00,No,No,
D9780,1/9/2025 17:11,Exercise,17:30:00,No,No,
D9781,1/29/2025 5:31,Hydration,12:00:00,No,No,
D9782,1/12/2025 16:24,Appointment,14:30:00,Yes,Yes,
D9783,1/22/2025 18:22,Exercise,8:30:00,Yes,Yes,
D9784,1/8/2025 18:20,Exercise,7:00:00,Yes,Yes,
D9785,1/29/2025 4:54,Hydration,18:30:00,No,No,
D9786,1/21/2025 22:37,Hydration,8:30:00,Yes,No,
D9787,1/21/2025 0:34,Exercise,9:00:00,No,No,
D9788,1/22/2025 9:02,Appointment,22:30:00,No,No,
D9789,1/13/2025 4:10,Medication,10:30:00,Yes,Yes,
D9790,1/2/2025 7:35,Exercise,11:00:00,Yes,Yes,
D9791,1/20/2025 8:18,Exercise,16:30:00,No,No,
D9792,1/21/2025 19:04,Appointment,17:00:00,No,No,
D9793,1/4/2025 13:42,Hydration,12:30:00,Yes,Yes,
D9794,1/26/2025 10:19,Medication,9:30:00,Yes,Yes,
D9795,1/1/2025 19:08,Hydration,13:30:00,No,No,
D9796,1/26/2025 23:45,Appointment,11:00:00,No,No,
D9797,1/24/2025 11:06,Exercise,11:00:00,No,No,
D9798,1/19/2025 23:26,Hydration,20:30:00,No,No,
D9799,1/25/2025 1:52,Appointment,20:00:00,No,No,
D9800,1/21/2025 20:01,Hydration,11:00:00,No,No,
D9801,1/7/2025 5:14,Hydration,18:00:00,Yes,Yes,
D9802,1/8/2025 6:29,Appointment,12:30:00,No,No,
D9803,1/26/2025 12:40,Exercise,15:30:00,No,No,
D9804,1/16/2025 13:22,Medication,17:00:00,Yes,Yes,
D9805,1/11/2025 2:20,Hydration,18:00:00,Yes,Yes,
D9806,1/14/2025 20:11,Exercise,11:00:00,No,No,
D9807,1/13/2025 18:35,Appointment,18:30:00,No,No,
D9808,1/25/2025 16:01,Hydration,18:00:00,No,No,
D9809,1/21/2025 19:00,Appointment,15:30:00,Yes,Yes,
D9810,1/19/2025 4:25,Exercise,14:00:00,Yes,Yes,
D9811,1/23/2025 2:27,Appointment,12:30:00,Yes,Yes,
D9812,1/19/2025 14:51,Hydration,7:00:00,No,No,
D9813,1/7/2025 14:42,Medication,20:30:00,No,No,
D9814,1/8/2025 8:52,Hydration,19:00:00,Yes,Yes,
D9815,1/30/2025 14:37,Appointment,14:00:00,No,No,
D9816,1/1/2025 5:23,Exercise,15:30:00,No,No,
D9817,1/5/2025 7:45,Appointment,14:00:00,No,No,
D9818,1/9/2025 18:11,Exercise,8:30:00,Yes,Yes,
D9819,1/10/2025 11:07,Appointment,17:00:00,No,No,
D9820,1/1/2025 10:00,Appointment,11:30:00,No,No,
D9821,1/26/2025 16:51,Hydration,10:00:00,No,No,
D9822,1/8/2025 17:32,Medication,14:00:00,No,No,
D9823,1/13/2025 7:34,Appointment,15:00:00,No,No,
D9824,1/30/2025 15:03,Appointment,19:00:00,No,No,
D9825,1/30/2025 1:56,Medication,18:30:00,Yes,No,
D9826,1/19/2025 13:33,Appointment,15:30:00,Yes,Yes,
D9827,1/14/2025 13:27,Exercise,8:30:00,No,No,
D9828,1/23/2025 16:33,Medication,10:30:00,No,No,
D9829,1/18/2025 5:52,Hydration,17:00:00,Yes,Yes,
D9830,1/10/2025 22:08,Exercise,18:30:00,Yes,Yes,
D9831,1/23/2025 3:58,Hydration,9:30:00,No,No,
D9832,1/1/2025 0:39,Hydration,19:00:00,Yes,Yes,
D9833,1/2/2025 10:35,Appointment,17:30:00,Yes,Yes,
D9834,1/16/2025 16:54,Exercise,12:30:00,No,No,
D9835,1/22/2025 23:36,Hydration,20:30:00,Yes,Yes,
D9836,1/23/2025 19:34,Medication,7:00:00,Yes,Yes,
D9837,1/29/2025 8:10,Exercise,13:30:00,Yes,No,
D9838,1/9/2025 20:09,Exercise,7:00:00,Yes,No,
D9839,1/18/2025 10:11,Hydration,18:00:00,Yes,Yes,
D9840,1/15/2025 6:03,Exercise,21:30:00,No,No,
D9841,1/20/2025 6:47,Medication,8:00:00,Yes,Yes,
D9842,1/24/2025 20:50,Appointment,16:00:00,No,No,
D9843,1/4/2025 12:21,Medication,12:30:00,No,No,
D9844,1/3/2025 23:38,Hydration,16:30:00,Yes,No,
D9845,1/18/2025 21:28,Medication,22:30:00,No,No,
D9846,1/9/2025 22:33,Medication,22:00:00,Yes,No,
